"TeamURL","League","Team"
"https://fbref.com/en/squads/9d04848a/Motherwell-Stats","Scottish Premiership","Motherwell"
"https://fbref.com/en/squads/b81aa4fa/Celtic-Stats","Scottish Premiership","Celtic"
"https://fbref.com/en/squads/8bbab7cf/Aberdeen-Stats","Scottish Premiership","Aberdeen"
"https://fbref.com/en/squads/e986ece7/Dundee-United-Stats","Scottish Premiership","Dundee United"
"https://fbref.com/en/squads/dd289621/St-Johnstone-Stats","Scottish Premiership","St Johnstone"
"https://fbref.com/en/squads/00032902/Dundee-Stats","Scottish Premiership","Dundee"
"https://fbref.com/en/squads/3568ad4c/St-Mirren-Stats","Scottish Premiership","St Mirren"
"https://fbref.com/en/squads/a5298e9f/Ross-County-Stats","Scottish Premiership","Ross County"
"https://fbref.com/en/squads/16ebf136/Livingston-Stats","Scottish Premiership","Livingston"
"https://fbref.com/en/squads/dde3e804/Partizan-Stats","Serbian SuperLiga","Partizan"
"https://fbref.com/en/squads/099c6eb5/Red-Star-Belgrade-Stats","Serbian SuperLiga","Red Star Belgrade"
"https://fbref.com/en/squads/69eacba4/TSC-Backa-Top-Stats","Serbian SuperLiga","TSC Backa Top"
"https://fbref.com/en/squads/386c1777/Napredak-Krusevac-Stats","Serbian SuperLiga","Napredak Krusevac"
"https://fbref.com/en/squads/6d139ec5/Spartak-Subotica-Stats","Serbian SuperLiga","Spartak Subotica"
"https://fbref.com/en/squads/5379325a/Vozdovac-Stats","Serbian SuperLiga","Vozdovac"
"https://fbref.com/en/squads/42e847bc/Cukaricki-Stats","Serbian SuperLiga","Cukaricki"
"https://fbref.com/en/squads/3a0a4eb0/FK-Kolubara-Stats","Serbian SuperLiga","FK Kolubara"
"https://fbref.com/en/squads/72804f2b/Radnicki-Nis-Stats","Serbian SuperLiga","Radnicki Nis"
"https://fbref.com/en/squads/9269a831/Radnik-Surdulica-Stats","Serbian SuperLiga","Radnik Surdulica"
"https://fbref.com/en/squads/278db974/Vojvodina-Stats","Serbian SuperLiga","Vojvodina"
"https://fbref.com/en/squads/e1b6e743/Radnicki-Kragujevac-Stats","Serbian SuperLiga","Radnicki Kragujevac"
"https://fbref.com/en/squads/b2a0ca5d/Metalac-GM-Stats","Serbian SuperLiga","Metalac GM"
"https://fbref.com/en/squads/36d353db/Proleter-Novi-Sad-Stats","Serbian SuperLiga","Proleter Novi Sad"
"https://fbref.com/en/squads/0e4527f3/Novi-Pazar-Stats","Serbian SuperLiga","Novi Pazar"
"https://fbref.com/en/squads/9db96189/Mladost-Lucani-Stats","Serbian SuperLiga","Mladost Lucani"
"https://fbref.com/en/squads/22a5a99c/Zurich-Stats","Swiss Super League","Zurich"
"https://fbref.com/en/squads/d3d9424a/Basel-Stats","Swiss Super League","Basel"
"https://fbref.com/en/squads/6400d626/Servette-FC-Stats","Swiss Super League","Servette FC"
"https://fbref.com/en/squads/4b682260/Young-Boys-Stats","Swiss Super League","Young Boys"
"https://fbref.com/en/squads/2eaa8331/Sion-Stats","Swiss Super League","Sion"
"https://fbref.com/en/squads/4dcf77da/Lugano-Stats","Swiss Super League","Lugano"
"https://fbref.com/en/squads/7b66a29c/Grasshopper-Stats","Swiss Super League","Grasshopper"
"https://fbref.com/en/squads/cdaf4e6d/St-Gallen-Stats","Swiss Super League","St Gallen"
"https://fbref.com/en/squads/2864c5a0/Lausanne-Sport-Stats","Swiss Super League","Lausanne Sport"
"https://fbref.com/en/squads/d423a378/Luzern-Stats","Swiss Super League","Luzern"
"https://fbref.com/en/squads/0f9294bd/Besiktas-Stats","Turkish Super League","Besiktas"
"https://fbref.com/en/squads/c8ad3091/Trabzonspor-Stats","Turkish Super League","Trabzonspor"
"https://fbref.com/en/squads/ae1e2d7d/Fenerbahce-Stats","Turkish Super League","Fenerbahce"
"https://fbref.com/en/squads/5700c020/Konyaspor-Stats","Turkish Super League","Konyaspor"
"https://fbref.com/en/squads/ecd11ca2/Galatasaray-Stats","Turkish Super League","Galatasaray"
"https://fbref.com/en/squads/4b5ddee5/Hatayspor-Stats","Turkish Super League","Hatayspor"
"https://fbref.com/en/squads/bd61c555/Fatih-Karagumruk-Stats","Turkish Super League","Fatih Karagumruk"
"https://fbref.com/en/squads/1f33fbc7/Kayserispor-Stats","Turkish Super League","Kayserispor"
"https://fbref.com/en/squads/6b7a91d9/Altay-Stats","Turkish Super League","Altay"
"https://fbref.com/en/squads/4cc7a87b/Yeni-Malatyaspor-Stats","Turkish Super League","Yeni Malatyaspor"
"https://fbref.com/en/squads/076128d7/Alanyaspor-Stats","Turkish Super League","Alanyaspor"
"https://fbref.com/en/squads/7455853d/Goztepe-Stats","Turkish Super League","Goztepe"
"https://fbref.com/en/squads/d6ffefd1/Kasimpasa-Stats","Turkish Super League","Kasimpasa"
"https://fbref.com/en/squads/7c81865f/Gaziantep-FK-Stats","Turkish Super League","Gaziantep FK"
"https://fbref.com/en/squads/5ac76942/Antalyaspor-Stats","Turkish Super League","Antalyaspor"
"https://fbref.com/en/squads/c63f6c0c/Sivasspor-Stats","Turkish Super League","Sivasspor"
"https://fbref.com/en/squads/d143cf0a/Adana-Demirspor-Stats","Turkish Super League","Adana Demirspor"
"https://fbref.com/en/squads/f622e63c/Rizespor-Stats","Turkish Super League","Rizespor"
"https://fbref.com/en/squads/bff39cf5/Istanbul-Basaksehir-Stats","Turkish Super League","Istanbul Basaksehir"
"https://fbref.com/en/squads/08d42724/Giresunspor-Stats","Turkish Super League","Giresunspor"
"https://fbref.com/en/squads/c734e22f/Dynamo-Kyiv-Stats","Ukrainian Premier League","Dynamo Kyiv"
"https://fbref.com/en/squads/e89d5a28/Shakhtar-Donetsk-Stats","Ukrainian Premier League","Shakhtar Donetsk"
"https://fbref.com/en/squads/797d38d2/FC-Oleksandriya-Stats","Ukrainian Premier League","FC Oleksandriya"
"https://fbref.com/en/squads/bb1044a9/Desna-Chernihiv-Stats","Ukrainian Premier League","Desna Chernihiv"
"https://fbref.com/en/squads/27b20cea/SK-Dnipro-1-Stats","Ukrainian Premier League","SK Dnipro 1"
"https://fbref.com/en/squads/99f258c2/Vorskla-Poltava-Stats","Ukrainian Premier League","Vorskla Poltava"
"https://fbref.com/en/squads/946a30cb/Zorya-Luhansk-Stats","Ukrainian Premier League","Zorya Luhansk"
"https://fbref.com/en/squads/b4ddbf76/Veres-Rivne-Stats","Ukrainian Premier League","Veres Rivne"
"https://fbref.com/en/squads/e5079dc4/Rukh-Stats","Ukrainian Premier League","Rukh"
"https://fbref.com/en/squads/735899aa/FK-Inhulets-Stats","Ukrainian Premier League","FK Inhulets"
"https://fbref.com/en/squads/66edf0f3/FK-Mynai-Stats","Ukrainian Premier League","FK Mynai"
"https://fbref.com/en/squads/34c5b654/FK-Metalist-1925-Kharkiv-Stats","Ukrainian Premier League","FK Metalist 1925 Kharkiv"
"https://fbref.com/en/squads/cdd0bbb6/Chornomorets-Odesa-Stats","Ukrainian Premier League","Chornomorets Odesa"
"https://fbref.com/en/squads/6b62b007/FK-Kolos-Stats","Ukrainian Premier League","FK Kolos"
"https://fbref.com/en/squads/42b37a13/FC-Mariupol-Stats","Ukrainian Premier League","FC Mariupol"
"https://fbref.com/en/squads/c380c86e/FC-Lviv-Stats","Ukrainian Premier League","FC Lviv"
